Namespace;Namespace_loc_id;loc_id;loc_oms;loc_id_oms;Meetpunttype;Monitoringsoort.code;LigtInGeoobject.identificatie;HoortBijGeoobject.identificatie;waterlichaam;x1;y1;x2;y2;watertype;watertype_oms;Watergangcategorie;Watergangcategorie.code;Oever;NVO;Afvoergebiedcode;Afvoergebied_clustercode;wijzigingen_log;Opm_intern;Opm_dataleverancier;Foto_id;Aanmaakdatum;Fysische chemie;Meetnet Kader Richtlijn Water (KRW, FC);Meetnet Agrarisch en Stedelijk gebied (FC);Agrarisch & Stedelijk Roulatiejaar 1 (FC);Agrarisch & Stedelijk Roulatiejaar 2 (FC);Agrarisch & Stedelijk Roulatiejaar 3 (FC);Meetnet waterkwaliteit hoofdwater (FC);Meetnet Nutrienten Landbouw Specifiek Oppervlaktewater (MNLSO, FC);Calamiteiten Meetnet Nucleaire Ongevallen (CMNO, FC);Meetnet gewasbeschermingsmiddelen (FC);Landelijk Meetnet GewasBeschermingsMiddelen (LMGBM, FC);Meetnet zwemwater (FC);Meetnet hygienische waterkwaliteit (FC);Roulerend meetnet 2006 -2019 (FC);Centraal stadsdeel (FC);Groenraven Oost - Maartensdijk (FC);Kromme Rijn - Honswijk (FC);Langbroekerwetering (FC);Lopikerwaard (FC);Oude Rijn (FC);Projecten (FC);Lange weide (FC);Online waterkwaliteit Batau (FC);Onderwaterdrainage De Vlist (FC);Natuurgebieden (FC);Overige projecten (FC);Afgerond (FC);Historische meetpunten (< 2000) waarvan doel onbekend (FC);Biologie;Meetnet Kader Richtlijn Water (KRW, BIO);NL14_01 Langbroekerwetering (BIO);NL14_02 Kromme Rijn (BIO);NL14_03 Westerlaak (BIO);NL14_04 Honswijk (BIO);NL14_05 Biltse Grift (BIO);NL14_06 Ravense Wetering (BIO);NL14_07 Merwedekanaal (BIO);NL14_08 Binnenstad Utrecht (BIO);NL14_09 Maartensdijk (BIO);NL14_10 Hollandse IJssel (BIO);NL14_11 De Keulevaart (BIO);NL14_12 De Pleijt (BIO);NL14_13 De Koekoek (BIO);NL14_15 Bijleveld (BIO);NL14_16 Leidsche Rijn (BIO);NL14_18 Galecop (BIO);NL14_19 Gerverscop (BIO);NL14_20 De Tol (BIO);NL14_21 Ouwenaar - Haarrijn (BIO);NL14_22 Wiericke's (BIO);NL14_23 Snelrewaard (BIO);NL14_24 Lange Linschoten (BIO);NL14_25 Montfoortse Vaart (BIO);NL14_26 Meijepolder (BIO);NL14_27 Oude Rijn (BIO);NL14_28 Zegveld (BIO);NL14_29 Grecht (BIO);NL14_30 Kockengen (BIO);NL14_31 Kamerik Teijlingens (BIO);NL14_32 Houtensewetering (BIO);NL14_33 Oud Kamerik (BIO);Meetnet Agrarisch en Stedelijk gebied (BIO);Agrarisch & Stedelijk Roulatiejaar 1 (BIO);Agrarisch & Stedelijk Roulatiejaar 2 (BIO);Agrarisch & Stedelijk Roulatiejaar 3 (BIO);Meetnet Macrofauna (BIO);Meetnet Natuurvriendelijke oevers (BIO);Meetnet Beschermde flora en fauna (wetNB, BIO);Meetnet Stadswateren (Ecoscans, BIO);Roulerend meetnet 2006 -2019 (BIO);Centraal stadsdeel (BIO);Groenraven Oost - Maartensdijk (BIO);Kromme Rijn - Honswijk (BIO);Langbroekerwetering (BIO);Lopikerwaard (BIO);Oude Rijn (BIO);Roulerend - buiten gebruik (BIO);Projecten (BIO);Groen Blauwe Diensten (BIO);Overig water (BIO);Effectmonitoring maaibeheer (BIO);Nevengeul en vlechtschermen bij Odijk (BIO);Lange weide (BIO);Natuurgebieden (BIO);Overige projecten (BIO);Afgerond (BIO);KRW waterlichamen;Overige waterbeheerders
NL14;NL14_04_03;04_03;Inundatiekanaal ten zuiden van Waalsche wetering;04_03 Inundatiekanaal ten zuiden van Waalsche wetering;;;;;NL14_04;139406;444776;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_03.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_04;04_04;Zijsloot inundatiekanaal;04_04 Zijsloot inundatiekanaal;;;;;NL14_04;139782;444264;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_04.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_05;04_05;Inundatiekanaal zuid;04_05 Inundatiekanaal zuid;;;;NL14_20023;NL14_04;139400;443762;;;M6a;Grote ondiepe kanalen zonder scheepvaart;;;O;Plasberm;;;;niet toetsen, voor eigen inzicht;;NL14_04_05.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_06;04_06;Ten westen van bossages waar inundatiekanaal aftakt;04_06 Ten westen van bossages waar inundatiekanaal aftakt;;;;;NL14_04;139390;446140;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_06.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_07;04_07;Schalkwijksewetering tegenover woontoren Vuylco;04_07 Schalkwijksewetering tegenover woontoren Vuylco;;;;;NL14_04;140120;445646;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_07.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_08;04_08;Schalkwijksewetering ten westen van spoorlijn;04_08 Schalkwijksewetering ten westen van spoorlijn;;;;;NL14_04;141117;445094;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_08.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_09;04_09;Schalkwijksewetering ten oosten van spoorlijn;04_09 Schalkwijksewetering ten oosten van spoorlijn;;;;;NL14_04;141764;444777;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_09.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_10;04_10;Oostelijk deel wetering;04_10 Oostelijk deel wetering;;;;;NL14_04;142924;444208;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_10.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_11;04_11;Schalkwijksewetering bij de Rode Molen;04_11 Schalkwijksewetering bij de Rode Molen;;;;;NL14_04;138712;446584;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_11.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_11_oud;04_11_oud;Schalkwijksewetering bij de Rode Molen oud;04_11_oud Schalkwijksewetering bij de Rode Molen oud;;;;;NL14_04;138660;444630;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_11_oud.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_13;04_13;Kerkelandwetering;04_13 Kerkelandwetering;;;;;NL14_04;138753;447028;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_13.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_14;04_14;Zijsloot Inundatiekanaal tijdelijk ipv NL14_04_04;04_14 Zijsloot Inundatiekanaal tijdelijk ipv NL14_04_04;;;;;NL14_04;139680;444235;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_14.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_15;04_15;Schalkwijksewetering langs Lagedijk;04_15 Schalkwijksewetering langs Lagedijk;;;;;NL14_04;141166;445073;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_15.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_16;04_16;Schalkwijksewetering de Knoest (ab56);04_16 Schalkwijksewetering de Knoest (ab56);;;;NL14_20023;NL14_04;137364;447455;;;M3;Gebufferde (regionale) kanalen;;;N;Nee;;;;toetsen vanaf herbegrenzing;;NL14_04_16.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_17;04_17;ten noorden van Waalseweg 90;04_17 ten noorden van Waalseweg 90;;;;NL14_20023;NL14_04;136837;446694;;;M3;Gebufferde (regionale) kanalen;;;W;Nee;;;;toetsen vanaf herbegrenzing;;NL14_04_17.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_18;04_18;Inundatiekanaal ten noorden van Lange Uitweg;04_18 Inundatiekanaal ten noorden van Lange Uitweg;;;;NL14_20023;NL14_04;139375;444411;;;M3;Gebufferde (regionale) kanalen;;;W;Nee;;;;extra MP toevoegen in dit deelgebied?;;NL14_04_18.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_VIS_1;04_VIS_1;NL14_04 Honswijk electro 1;04_VIS_1 NL14_04 Honswijk electro 1;;;;;NL14_04;139827;445836;140078;445672;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_VIS_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_VIS_10;04_VIS_10;NL14_04 Inundatiekanaal zegen 2;04_VIS_10 NL14_04 Inundatiekanaal zegen 2;;;;;NL14_04;139425;444900;139475;445300;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_VIS_10.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_VIS_11;04_VIS_11;NL14_04 Inundatiekanaal zegen 3;04_VIS_11 NL14_04 Inundatiekanaal zegen 3;;;;;NL14_04;139475;445300;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_VIS_11.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_VIS_12;04_VIS_12;NL14_04 Schalkwijkse Wetering zegen 1;04_VIS_12 NL14_04 Schalkwijkse Wetering zegen 1;;;;;NL14_04;139048;446365;139296;446203;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_VIS_12.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_VIS_13;04_VIS_13;NL14_04 Schalkwijkse Wetering zegen 2;04_VIS_13 NL14_04 Schalkwijkse Wetering zegen 2;;;;;NL14_04;139056;446365;139263;446224;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_VIS_13.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_VIS_14;04_VIS_14;04_TRJ_14 electro;04_VIS_14 04_TRJ_14 electro;;;;;NL14_04;139593;445995;139778;445871;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_04_VIS_14.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_VIS_2;04_VIS_2;NL14_04 Honswijk electro 2;04_VIS_2 NL14_04 Honswijk electro 2;;;;;NL14_04;141351;444995;141088;445110;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_VIS_2.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_VIS_3;04_VIS_3;NL14_04 Honswijk electro 3;04_VIS_3 NL14_04 Honswijk electro 3;;;;;NL14_04;139425;444900;139475;445300;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_VIS_3.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_VIS_3_9;04_VIS_3_9;04_TRJ_3_9abc electro_zegen;04_VIS_3_9 04_TRJ_3_9abc electro_zegen;;;;;NL14_04;139455;445238;139431;444962;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_04_VIS_3_9.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_VIS_4;04_VIS_4;NL14_04 Honswijk electro 4;04_VIS_4 NL14_04 Honswijk electro 4;;;;;NL14_04;139600;446000;139875;445825;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_VIS_4.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_VIS_5;04_VIS_5;NL14_04 Honswijk electro 5;04_VIS_5 NL14_04 Honswijk electro 5;;;;;NL14_04;140975;445175;141275;445025;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_VIS_5.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_VIS_6;04_VIS_6;04_TRJ_6 electro;04_VIS_6 04_TRJ_6 electro;;;;;NL14_04;139056;446365;139263;446224;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_04_VIS_6.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_VIS_6_13;04_VIS_6_13;NL14_04_VIS_6_13 Schalkwijk breed EL2;04_VIS_6_13 NL14_04_VIS_6_13 Schalkwijk breed EL2;;;;;NL14_04;139056;446365;139263;446224;M6a;Grote ondiepe kanalen zonder scheepvaart;;;;;;;;;;NL14_04_VIS_6_13.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_VIS_7;04_VIS_7;NL14_04 Honswijk electro bij zegen 1;04_VIS_7 NL14_04 Honswijk electro bij zegen 1;;;;;NL14_04;139422;444954;139456;445258;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_VIS_7.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_VIS_8;04_VIS_8;NL14_04 Honswijk electro bij zegen 2;04_VIS_8 NL14_04 Honswijk electro bij zegen 2;;;;;NL14_04;139048;446365;139296;446203;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_VIS_8.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_04_VIS_9;04_VIS_9;NL14_04 Inundatiekanaal zegen 1;04_VIS_9 NL14_04 Inundatiekanaal zegen 1;;;;;NL14_04;139422;444954;139456;445258;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_04_VIS_9.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_05;05;Biltse Grift;05 Biltse Grift;;;;NL14_20008;;141970;454270;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_05.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
NL14;NL14_05_01;05_01;Vinkenbuurt onverhard pad bij gemaal Kromme Rijn;05_01 Vinkenbuurt onverhard pad bij gemaal Kromme Rijn;;;;;NL14_05;142175;454235;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_05_01.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_05_02;05_02;Onverharde weg ten zuiden van N225;05_02 Onverharde weg ten zuiden van N225;;;;NL14_20008;NL14_05;141517;456749;;;M3;Gebufferde (regionale) kanalen;;;N;Nee;;;;;;NL14_05_02.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_05_03;05_03;Zeistergrift nabij Den Hoek;05_03 Zeistergrift nabij Den Hoek;;;;NL14_20008;NL14_05;142217;455677;;;M3;Gebufferde (regionale) kanalen;;;O;Nee;;;;;;NL14_05_03.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_05_04;05_04;Brugakker net buiten zuidwest hoek Zeist;05_04 Brugakker net buiten zuidwest hoek Zeist;;;;;NL14_05;142844;454798;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_05_04.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_05_05;05_05;Zeist Nijenheim;05_05 Zeist Nijenheim;;;;NL14_20008;NL14_05;143261;455087;;;M3;Gebufferde (regionale) kanalen;;;Z;Nee;;;;;;NL14_05_05.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_05_06;05_06;Zeist Natuursloot Couwenhoven zuidwestoever;05_06 Zeist Natuursloot Couwenhoven zuidwestoever;;;;NL14_20008;NL14_05;143222;454569;;;M3;Gebufferde (regionale) kanalen;;;ZW;Flauw talud;;;;;;NL14_05_06.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_05_07;05_07;Hakswetering achter Vinkenbuurt 5;05_07 Hakswetering achter Vinkenbuurt 5;;;;NL14_20008;NL14_05;142310;454290;;;M3;Gebufferde (regionale) kanalen;;;NW;Nee;;;;;;NL14_05_07.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_05_VIS_1;05_VIS_1;NL14_05 Biltse Grift electro 1;05_VIS_1 NL14_05 Biltse Grift electro 1;;;;;NL14_05;142278;454247;142494;454462;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_05_VIS_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_05_VIS_1_3;05_VIS_1_3;Biltse Grift EL2 bij ZE2;05_VIS_1_3 Biltse Grift EL2 bij ZE2;;;;NL14_20008;NL14_05;142280;454251;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_05_VIS_1_3.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_05_VIS_2;05_VIS_2;NL14_05 Biltse Grift electro 2;05_VIS_2 NL14_05 Biltse Grift electro 2;;;;;NL14_05;140990;457119;141142;457011;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_05_VIS_2.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_05_VIS_2_4;05_VIS_2_4;Biltse Grift EL1 bij ZE1;05_VIS_2_4 Biltse Grift EL1 bij ZE1;;;;NL14_20008;NL14_05;140985;457126;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_05_VIS_2_4.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_05_VIS_3;05_VIS_3;NL14_05 Biltse Grift zegen 1;05_VIS_3 NL14_05 Biltse Grift zegen 1;;;;;NL14_05;142278;454247;142494;454462;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_05_VIS_3.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_05_VIS_4;05_VIS_4;NL14_05 Biltse Grift zegen 2;05_VIS_4 NL14_05 Biltse Grift zegen 2;;;;;NL14_05;140990;457119;141142;457011;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_05_VIS_4.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_05_VIS_5;05_VIS_5;ab71 NL14_05 Biltse Grift electro;05_VIS_5 ab71 NL14_05 Biltse Grift electro;;;;;NL14_05;142986;454759;143190;454609;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_05_VIS_5.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_06;06;Ravensewetering;06 Ravensewetering;;;;NL14_20185;;137313;451308;;;M6a;Grote ondiepe kanalen zonder scheepvaart;;;;;;;;;;NL14_06.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
NL14;NL14_06_01;06_01;Eerste verbreding na ARK;06_01 Eerste verbreding na ARK;;;;NL14_20185;NL14_06;136513;450493;;;M6a;Grote ondiepe kanalen zonder scheepvaart;;;W;Nee;;;;;;NL14_06_01.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_06_02;06_02;Ten noorden van Laagravenseweg;06_02 Ten noorden van Laagravenseweg;;;;NL14_20185;NL14_06;136664;451025;;;M6a;Grote ondiepe kanalen zonder scheepvaart;;;W;Nee;;;;;;NL14_06_02.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_06_03;06_03;Tussen de plassen;06_03 Tussen de plassen;;;;;NL14_06;137159;451306;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_06_03.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_06_04;06_04;300 m ten westen van A27;06_04 300 m ten westen van A27;;;;;NL14_06;137999;451415;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_06_04.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_06_05;06_05;Singels Laaggraven tegenover bedrijventerrein;06_05 Singels Laaggraven tegenover bedrijventerrein;;;;NL14_20185;NL14_06;137014;451510;;;M6a;Grote ondiepe kanalen zonder scheepvaart;;;O;Nee;;;;toetsen vanaf herbegrenzing;;NL14_06_05.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_06_VIS_1;06_VIS_1;NL14_06 Ravensewetering electro 1;06_VIS_1 NL14_06 Ravensewetering electro 1;;;;;NL14_06;137171;451298;136991;451291;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_06_VIS_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NL14;NL14_06_VIS_2;06_VIS_2;NL14_06 Ravensewetering electro 2;06_VIS_2 NL14_06 Ravensewetering electro 2;;;;;NL14_06;136494;450253;136532;450373;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_06_VIS_2.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
